gene_id,gene_symbol,gene_name,label,dataset_role,ensembl_gene_id,ensembl_gene_name,gene_type,chromosome_or_scaffold,gene_start_bp,gene_end_bp,strand,uniprot_accession,uniprot_entry_name,sequence_length_fasta,coordinate_source,coordinate_scope,coordinate_master_version
ENSG00000151465,CDC123,cell division cycle 123,1,positive,ENSG00000151465,CDC123,protein_coding,10,12195950.0,12250595.0,1.0,O75794,CD123_HUMAN,336.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000174886,NDUFA11,NADH:ubiquinone oxidoreductase subunit A11,1,positive,ENSG00000174886,NDUFA11,protein_coding,19,5891207.0,5904006.0,-1.0,Q86Y39,NDUAB_HUMAN,141.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000213066,CEP43,centrosomal protein 43,1,positive,ENSG00000213066,CEP43,protein_coding,6,166999174.0,167052718.0,1.0,O95684,CEP43_HUMAN,399.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000139180,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9,1,positive,ENSG00000139180,NDUFA9,protein_coding,12,4649095.0,4694317.0,1.0,Q16795,NDUA9_HUMAN,377.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000198791,CNOT7,CNOT7,0,negative,ENSG00000198791,CNOT7,protein_coding,8,17224966.0,17247726.0,-1.0,Q9UIV1,CNOT7_HUMAN,285.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000085872,CHERP,CHERP,0,negative,ENSG00000085872,CHERP,protein_coding,19,16517882.0,16542448.0,-1.0,Q8IWX8,CHERP_HUMAN,916.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000107679,PLEKHA1,pleckstrin homology domain containing A1,1,positive,ENSG00000107679,PLEKHA1,protein_coding,10,122374675.0,122432604.0,1.0,Q9HB21,PKHA1_HUMAN,404.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000169347,GP2,glycoprotein 2,1,positive,ENSG00000169347,GP2,protein_coding,16,20309574.0,20328412.0,-1.0,P55259,GP2_HUMAN,537.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000113231,PDE8B,phosphodiesterase 8B,1,positive,ENSG00000113231,PDE8B,protein_coding,5,77210449.0,77428256.0,1.0,O95263,PDE8B_HUMAN,885.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000179399,GPC5,glypican 5,1,positive,ENSG00000179399,GPC5,protein_coding,13,91398621.0,92873682.0,1.0,P78333,GPC5_HUMAN,572.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000048052,HDAC9,histone deacetylase 9,1,positive,ENSG00000048052,HDAC9,protein_coding,7,18086949.0,19002416.0,1.0,Q9UKV0,HDAC9_HUMAN,1011.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000145730,PAM,peptidylglycine alpha-amidating monooxygenase,1,positive,ENSG00000145730,PAM,protein_coding,5,102753981.0,103031149.0,1.0,P19021,AMD_HUMAN,973.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000140983,RHOT2,RHOT2,0,negative,ENSG00000140983,RHOT2,protein_coding,16,668100.0,674174.0,1.0,Q8IXI1,MIRO2_HUMAN,618.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000187391,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2",1,positive,ENSG00000187391,MAGI2,protein_coding,7,78017055.0,79453667.0,-1.0,Q86UL8,MAGI2_HUMAN,1455.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000215853,RPTN,RPTN,0,negative,ENSG00000215853,RPTN,protein_coding,1,152153595.0,152159228.0,-1.0,Q6XPR3,RPTN_HUMAN,784.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000162441,LZIC,LZIC,0,negative,ENSG00000162441,LZIC,protein_coding,1,9922113.0,9943407.0,-1.0,Q8WZA0,LZIC_HUMAN,190.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000151577,DRD3,dopamine receptor D3,1,positive,ENSG00000151577,DRD3,protein_coding,3,114127580.0,114199407.0,-1.0,P35462,DRD3_HUMAN,400.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000276043,UHRF1,ubiquitin like with PHD and ring finger domains 1,1,positive,ENSG00000276043,UHRF1,protein_coding,19,4903080.0,4962154.0,1.0,Q96T88,UHRF1_HUMAN,793.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000141560,FN3KRP,fructosamine 3 kinase related protein,1,positive,ENSG00000141560,FN3KRP,protein_coding,17,82716706.0,82730328.0,1.0,Q9HA64,KT3K_HUMAN,309.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000182685,BRICD5,BRICD5,0,negative,ENSG00000182685,BRICD5,protein_coding,16,2209253.0,2210905.0,-1.0,Q6PL45,BRID5_HUMAN,260.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000186009,ATP4B,ATPase H+/K+ transporting subunit beta,1,positive,ENSG00000186009,ATP4B,protein_coding,13,113648804.0,113658198.0,-1.0,P51164,ATP4B_HUMAN,291.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000087111,PIGS,PIGS,0,negative,ENSG00000087111,PIGS,protein_coding,17,28553383.0,28571794.0,-1.0,Q96S52,PIGS_HUMAN,555.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000166035,LIPC,"lipase C, hepatic type",1,positive,ENSG00000166035,LIPC,protein_coding,15,58410380.0,58570449.0,1.0,P11150,LIPC_HUMAN,499.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000196110,ZNF699,ZNF699,0,negative,ENSG00000196110,ZNF699,protein_coding,19,9291140.0,9309838.0,-1.0,Q32M78,ZN699_HUMAN,642.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000153879,CEBPG,CCAAT enhancer binding protein gamma,1,positive,ENSG00000153879,CEBPG,protein_coding,19,33373685.0,33382686.0,1.0,P53567,CEBPG_HUMAN,150.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000181873,IBA57,IBA57,0,negative,ENSG00000181873,IBA57,protein_coding,1,228165777.0,228182257.0,1.0,Q5T440,CAF17_HUMAN,356.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000117707,PROX1,prospero homeobox 1,1,positive,ENSG00000117707,PROX1,protein_coding,1,213982711.0,214041510.0,1.0,Q92786,PROX1_HUMAN,737.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000123609,NMI,N-myc and STAT interactor,1,positive,ENSG00000123609,NMI,protein_coding,2,151270467.0,151289908.0,-1.0,Q13287,NMI_HUMAN,307.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000178127,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2,1,positive,ENSG00000178127,NDUFV2,protein_coding,18,9102433.0,9134346.0,1.0,P19404,NDUV2_HUMAN,249.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000104043,ATP8B4,ATP8B4,0,negative,ENSG00000104043,ATP8B4,protein_coding,15,49858238.0,50182817.0,-1.0,Q8TF62,AT8B4_HUMAN,1192.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000115488,NEU2,NEU2,0,negative,ENSG00000115488,NEU2,protein_coding,2,233023032.0,233042480.0,1.0,Q9Y3R4,NEUR2_HUMAN,380.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000186687,LYRM7,LYRM7,0,negative,ENSG00000186687,LYRM7,protein_coding,5,131170918.0,131205428.0,1.0,Q5U5X0,LYRM7_HUMAN,104.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000112053,SLC26A8,SLC26A8,0,negative,ENSG00000112053,SLC26A8,protein_coding,6,35943516.0,36028767.0,-1.0,Q96RN1,S26A8_HUMAN,970.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000151148,UBE3B,UBE3B,0,negative,ENSG00000151148,UBE3B,protein_coding,12,109477402.0,109536705.0,1.0,Q7Z3V4,UBE3B_HUMAN,1068.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000102221,JADE3,JADE3,0,negative,ENSG00000102221,JADE3,protein_coding,X,46912276.0,47061242.0,1.0,Q92613,JADE3_HUMAN,823.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000165623,UCMA,upper zone of growth plate and cartilage matrix associated,1,positive,ENSG00000165623,UCMA,protein_coding,10,13221762.0,13234428.0,-1.0,Q8WVF2,UCMA_HUMAN,138.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000185716,MOSMO,MOSMO,0,negative,ENSG00000185716,MOSMO,protein_coding,16,22007638.0,22087534.0,1.0,Q8NHV5,MOSMO_HUMAN,167.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000073711,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha,1,positive,ENSG00000073711,PPP2R3A,protein_coding,3,135965655.0,136147894.0,1.0,Q06190,P2R3A_HUMAN,1150.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000115970,THADA,THADA armadillo repeat containing,1,positive,ENSG00000115970,THADA,protein_coding,2,43230836.0,43596051.0,-1.0,Q6YHU6,THADA_HUMAN,1953.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000106460,TMEM106B,transmembrane protein 106B,1,positive,ENSG00000106460,TMEM106B,protein_coding,7,12211042.0,12243367.0,1.0,Q9NUM4,T106B_HUMAN,274.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000161265,U2AF1L4,U2AF1L4,0,negative,ENSG00000161265,U2AF1L4,protein_coding,19,35742464.0,35745445.0,-1.0,Q8WU68,U2AF4_HUMAN,220.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000107249,GLIS3,GLIS family zinc finger 3,1,positive,ENSG00000107249,GLIS3,protein_coding,9,3824127.0,4348392.0,-1.0,Q8NEA6,GLIS3_HUMAN,775.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000164403,SHROOM1,SHROOM1,0,negative,ENSG00000164403,SHROOM1,protein_coding,5,132822141.0,132830920.0,-1.0,Q2M3G4,SHRM1_HUMAN,852.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000110244,APOA4,apolipoprotein A4,1,positive,ENSG00000110244,APOA4,protein_coding,11,116820700.0,116823304.0,-1.0,P06727,APOA4_HUMAN,396.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000009335,UBE3C,ubiquitin protein ligase E3C,1,positive,ENSG00000009335,UBE3C,protein_coding,7,157138922.0,157269372.0,1.0,Q15386,UBE3C_HUMAN,1083.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000085832,EPS15,EPS15,0,negative,ENSG00000085832,EPS15,protein_coding,1,51354263.0,51519387.0,-1.0,P42566,EPS15_HUMAN,896.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000133116,KL,klotho,1,positive,ENSG00000133116,KL,protein_coding,13,33016423.0,33066143.0,1.0,Q9UEF7,KLOT_HUMAN,1012.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000198695,MT-ND6,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,1,positive,ENSG00000198695,MT-ND6,protein_coding,MT,14149.0,14673.0,-1.0,P03923,NU6M_HUMAN,174.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000081277,PKP1,PKP1,0,negative,ENSG00000081277,PKP1,protein_coding,1,201283452.0,201332993.0,1.0,Q13835,PKP1_HUMAN,747.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000196700,ZNF512B,ZNF512B,0,negative,ENSG00000196700,ZNF512B,protein_coding,20,63956704.0,63969962.0,-1.0,Q96KM6,Z512B_HUMAN,892.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000090316,MAEA,"macrophage erythroblast attacher, E3 ubiquitin ligase",1,positive,ENSG00000090316,MAEA,protein_coding,4,1289876.0,1340147.0,1.0,Q7L5Y9,MAEA_HUMAN,396.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000186088,GSAP,gamma-secretase activating protein,1,positive,ENSG00000186088,GSAP,protein_coding,7,77310751.0,77416419.0,-1.0,A4D1B5,GSAP_HUMAN,854.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000164100,NDST3,NDST3,0,negative,ENSG00000164100,NDST3,protein_coding,4,118033579.0,118258634.0,1.0,O95803,NDST3_HUMAN,873.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000204851,PNMA8B,PNMA8B,0,negative,ENSG00000204851,PNMA8B,protein_coding,19,46486906.0,46495879.0,-1.0,Q9ULN7,PNM8B_HUMAN,635.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000187486,KCNJ11,potassium inwardly rectifying channel subfamily J member 11,1,positive,ENSG00000187486,KCNJ11,protein_coding,11,17365172.0,17389353.0,-1.0,Q14654,KCJ11_HUMAN,390.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000099139,PCSK5,PCSK5,0,negative,ENSG00000099139,PCSK5,protein_coding,9,75890644.0,76362975.0,1.0,Q92824,PCSK5_HUMAN,1860.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000134640,MTNR1B,melatonin receptor 1B,1,positive,ENSG00000134640,MTNR1B,protein_coding,11,92969651.0,92985066.0,1.0,P49286,MTR1B_HUMAN,362.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000164604,GPR85,GPR85,0,negative,ENSG00000164604,GPR85,protein_coding,7,113078331.0,113087778.0,-1.0,P60893,GPR85_HUMAN,370.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000106689,LHX2,LIM homeobox 2,1,positive,ENSG00000106689,LHX2,protein_coding,9,124001670.0,124033301.0,1.0,P50458,LHX2_HUMAN,406.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000181894,ZNF329,ZNF329,0,negative,ENSG00000181894,ZNF329,protein_coding,19,58126248.0,58155110.0,-1.0,Q86UD4,ZN329_HUMAN,541.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000276950,GSTT4,GSTT4,0,negative,ENSG00000276950,GSTT4,protein_coding,22,23998401.0,24005453.0,-1.0,A0A1W2PR19,GSTT4_HUMAN,241.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000174502,SLC26A9,solute carrier family 26 member 9,1,positive,ENSG00000174502,SLC26A9,protein_coding,1,205913048.0,205943460.0,-1.0,Q7LBE3,S26A9_HUMAN,791.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000196284,SUPT3H,SUPT3H,0,negative,ENSG00000196284,SUPT3H,protein_coding,6,44809317.0,45377953.0,-1.0,O75486,SUPT3_HUMAN,317.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000172461,FUT9,FUT9,0,negative,ENSG00000172461,FUT9,protein_coding,6,96015436.0,96215612.0,1.0,Q9Y231,FUT9_HUMAN,359.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000147180,ZNF711,ZNF711,0,negative,ENSG00000147180,ZNF711,protein_coding,X,85243839.0,85273422.0,1.0,Q9Y462,ZN711_HUMAN,761.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000242852,ZNF709,ZNF709,0,negative,ENSG00000242852,ZNF709,protein_coding,19,12461184.0,12513854.0,-1.0,Q8N972,ZN709_HUMAN,641.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000188452,CERKL,CERK like autophagy regulator,1,positive,ENSG00000188452,CERKL,protein_coding,2,181535041.0,181680665.0,-1.0,Q49MI3,CERKL_HUMAN,558.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000169594,BNC1,BNC1,0,negative,ENSG00000169594,BNC1,protein_coding,15,83255884.0,83284664.0,-1.0,Q01954,BNC1_HUMAN,994.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000102053,ZC3H12B,ZC3H12B,0,negative,ENSG00000102053,ZC3H12B,protein_coding,X,65034788.0,65507887.0,1.0,Q5HYM0,ZC12B_HUMAN,836.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000196781,TLE1,"TLE family member 1, transcriptional corepressor",1,positive,ENSG00000196781,TLE1,protein_coding,9,81582313.0,81689681.0,-1.0,Q04724,TLE1_HUMAN,770.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000101049,SGK2,serum/glucocorticoid regulated kinase 2,1,positive,ENSG00000101049,SGK2,protein_coding,20,43558968.0,43588237.0,1.0,Q9HBY8,SGK2_HUMAN,367.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000205669,ACOT6,ACOT6,0,negative,ENSG00000205669,ACOT6,protein_coding,14,73610945.0,73619888.0,1.0,Q3I5F7,ACOT6_HUMAN,421.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000148584,A1CF,APOBEC1 complementation factor,1,positive,ENSG00000148584,A1CF,protein_coding,10,50799409.0,50885716.0,-1.0,Q9NQ94,A1CF_HUMAN,594.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000136521,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5,1,positive,ENSG00000136521,NDUFB5,protein_coding,3,179604690.0,179627647.0,1.0,O43674,NDUB5_HUMAN,189.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000158816,VWA5B1,von Willebrand factor A domain containing 5B1,1,positive,ENSG00000158816,VWA5B1,protein_coding,1,20290875.0,20359534.0,1.0,Q5TIE3,VW5B1_HUMAN,1220.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000170819,BFSP2,BFSP2,0,negative,ENSG00000170819,BFSP2,protein_coding,3,133400056.0,133475222.0,1.0,Q13515,BFSP2_HUMAN,415.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000137309,HMGA1,high mobility group AT-hook 1,1,positive,ENSG00000137309,HMGA1,protein_coding,6,34235618.0,34246236.0,1.0,P17096,HMGA1_HUMAN,107.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000069696,DRD4,dopamine receptor D4,1,positive,ENSG00000069696,DRD4,protein_coding,11,637269.0,640706.0,1.0,P21917,DRD4_HUMAN,419.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000135314,KHDC1,KHDC1,0,negative,ENSG00000135314,KHDC1,protein_coding,6,73241310.0,73310455.0,-1.0,Q4VXA5,KHDC1_HUMAN,237.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000115339,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3,1,positive,ENSG00000115339,GALNT3,protein_coding,2,165747588.0,165846201.0,-1.0,Q14435,GALT3_HUMAN,633.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000188747,NOXA1,NOXA1,0,negative,ENSG00000188747,NOXA1,protein_coding,9,137423350.0,137434451.0,1.0,Q86UR1,NOXA1_HUMAN,476.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000254206,NPIPB11,NPIPB11,0,negative,ENSG00000254206,NPIPB11,protein_coding,16,29381310.0,29406711.0,-1.0,E5RHQ5,NPB11_HUMAN,1161.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000145780,FEM1C,FEM1C,0,negative,ENSG00000145780,FEM1C,protein_coding,5,115520908.0,115544775.0,-1.0,Q96JP0,FEM1C_HUMAN,617.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000179044,EXOC3L1,EXOC3L1,0,negative,ENSG00000179044,EXOC3L1,protein_coding,16,67184314.0,67190242.0,-1.0,Q86VI1,EX3L1_HUMAN,746.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000087152,ATXN7L3,ATXN7L3,0,negative,ENSG00000087152,ATXN7L3,protein_coding,17,44191805.0,44200961.0,-1.0,Q14CW9,AT7L3_HUMAN,347.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000112164,GLP1R,glucagon like peptide 1 receptor,1,positive,ENSG00000112164,GLP1R,protein_coding,6,39048781.0,39091303.0,1.0,P43220,GLP1R_HUMAN,463.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000138769,CDKL2,cyclin dependent kinase like 2,1,positive,ENSG00000138769,CDKL2,protein_coding,4,75576494.0,75630716.0,-1.0,Q92772,CDKL2_HUMAN,493.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000134480,CCNH,cyclin H,1,positive,ENSG00000134480,CCNH,protein_coding,5,87318416.0,87413029.0,-1.0,P51946,CCNH_HUMAN,323.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000010818,HIVEP2,HIVEP zinc finger 2,1,positive,ENSG00000010818,HIVEP2,protein_coding,6,142751467.0,142956698.0,-1.0,P31629,ZEP2_HUMAN,2446.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000147324,MFHAS1,multifunctional ROCO family signaling regulator 1,1,positive,ENSG00000147324,MFHAS1,protein_coding,8,8783354.0,8893630.0,-1.0,Q9Y4C4,MFHA1_HUMAN,1052.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000136231,IGF2BP3,insulin like growth factor 2 mRNA binding protein 3,1,positive,ENSG00000136231,IGF2BP3,protein_coding,7,23310209.0,23470491.0,-1.0,O00425,IF2B3_HUMAN,579.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000174326,SLC16A11,solute carrier family 16 member 11,1,positive,ENSG00000174326,SLC16A11,protein_coding,17,7041621.0,7044092.0,-1.0,Q8NCK7,MOT11_HUMAN,447.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000100418,DESI1,DESI1,0,negative,ENSG00000100418,DESI1,protein_coding,22,41598028.0,41621081.0,-1.0,Q6ICB0,DESI1_HUMAN,168.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000167670,CHAF1A,CHAF1A,0,negative,ENSG00000167670,CHAF1A,protein_coding,19,4402617.0,4445018.0,1.0,Q13111,CAF1A_HUMAN,956.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000184933,OR6A2,OR6A2,0,negative,ENSG00000184933,OR6A2,protein_coding,11,6791736.0,6799689.0,-1.0,O95222,OR6A2_HUMAN,327.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000149084,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,1,positive,ENSG00000149084,HSD17B12,protein_coding,11,43680509.0,43857741.0,1.0,Q53GQ0,DHB12_HUMAN,312.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000188177,ZC3H6,ZC3H6,0,negative,ENSG00000188177,ZC3H6,protein_coding,2,112275597.0,112340059.0,1.0,P61129,ZC3H6_HUMAN,1189.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
