gene_id,gene_symbol,gene_name,label,dataset_role,ensembl_gene_id,ensembl_gene_name,gene_type,chromosome_or_scaffold,gene_start_bp,gene_end_bp,strand,uniprot_accession,uniprot_entry_name,sequence_length_fasta,coordinate_source,coordinate_scope,coordinate_master_version,representative_transcript_id,representative_transcript_rule,representative_transcript_priority,transcript_gene_name,transcript_gene_type,transcript_chromosome,transcript_strand,transcript_start_bp,transcript_end_bp,representative_tss_bp,representative_tss_rule,chromosome_match_gene_vs_transcript,strand_match_gene_vs_transcript,representative_tss_master_version,representative_transcript_selection_strategy
ENSG00000074047,GLI2,GLI family zinc finger 2,1,positive,ENSG00000074047,GLI2,protein_coding,2,120735623.0,120992653.0,1.0,P10070,GLI2_HUMAN,1586.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000361492,MANE_Select,1,GLI2,protein_coding,2,1,120735868,120992653,120735868,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000213782,DDX47,DDX47,0,negative,ENSG00000213782,DDX47,protein_coding,12,12813316.0,12829981.0,1.0,Q9H0S4,DDX47_HUMAN,455.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000358007,MANE_Select,1,DDX47,protein_coding,12,1,12813346,12829981,12813346,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000102908,NFAT5,nuclear factor of activated T cells 5,1,positive,ENSG00000102908,NFAT5,protein_coding,16,69565094.0,69704666.0,1.0,O94916,NFAT5_HUMAN,1531.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000349945,MANE_Select,1,NFAT5,protein_coding,16,1,69565966,69704654,69565966,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000106392,C1GALT1,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1",1,positive,ENSG00000106392,C1GALT1,protein_coding,7,7156934.0,7248616.0,1.0,Q9NS00,C1GLT_HUMAN,363.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000436587,MANE_Select,1,C1GALT1,protein_coding,7,1,7182544,7248616,7182544,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000110092,CCND1,cyclin D1,1,positive,ENSG00000110092,CCND1,protein_coding,11,69641143.0,69654474.0,1.0,P24385,CCND1_HUMAN,295.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000227507,MANE_Select,1,CCND1,protein_coding,11,1,69641156,69654474,69641156,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000142327,RNPEPL1,RNPEPL1,0,negative,ENSG00000142327,RNPEPL1,protein_coding,2,240565804.0,240581372.0,1.0,Q9HAU8,RNPL1_HUMAN,725.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000270357,MANE_Select,1,RNPEPL1,protein_coding,2,1,240568484,240581372,240568484,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000113194,FAF2,FAF2,0,negative,ENSG00000113194,FAF2,protein_coding,5,176447628.0,176510075.0,1.0,Q96CS3,FAF2_HUMAN,445.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000261942,MANE_Select,1,FAF2,protein_coding,5,1,176448385,176510074,176448385,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000156675,RAB11FIP1,RAB11FIP1,0,negative,ENSG00000156675,RAB11FIP1,protein_coding,8,37858618.0,37899513.0,-1.0,Q6WKZ4,RFIP1_HUMAN,1283.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000330843,MANE_Select,1,RAB11FIP1,protein_coding,8,-1,37858618,37899497,37899497,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000181588,MEX3D,MEX3D,0,negative,ENSG00000181588,MEX3D,protein_coding,19,1554672.0,1568325.0,-1.0,Q86XN8,MEX3D_HUMAN,651.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000402693,MANE_Select,1,MEX3D,protein_coding,19,-1,1554672,1568325,1568325,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000090989,EXOC1,EXOC1,0,negative,ENSG00000090989,EXOC1,protein_coding,4,55853628.0,55905096.0,1.0,Q9NV70,EXOC1_HUMAN,894.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000381295,MANE_Select,1,EXOC1,protein_coding,4,1,55853648,55905086,55853648,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000154252,GAL3ST2,GAL3ST2,0,negative,ENSG00000154252,GAL3ST2,protein_coding,2,241776822.0,241804287.0,1.0,Q9H3Q3,G3ST2_HUMAN,398.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000192314,MANE_Select,1,GAL3ST2,protein_coding,2,1,241776822,241804287,241776822,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000100116,GCAT,GCAT,0,negative,ENSG00000100116,GCAT,protein_coding,22,37807872.0,37817386.0,1.0,O75600,KBL_HUMAN,419.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000248924,MANE_Select,1,GCAT,protein_coding,22,1,37807934,37816897,37807934,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000187098,MITF,melanocyte inducing transcription factor,1,positive,ENSG00000187098,MITF,protein_coding,3,69738536.0,69968336.0,1.0,O75030,MITF_HUMAN,526.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000352241,MANE_Select,1,MITF,protein_coding,3,1,69739464,69968332,69739464,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000001626,CFTR,CF transmembrane conductance regulator,1,positive,ENSG00000001626,CFTR,protein_coding,7,117287120.0,117715971.0,1.0,P13569,CFTR_HUMAN,1480.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000003084,MANE_Select,1,CFTR,protein_coding,7,1,117480025,117668665,117480025,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000163581,SLC2A2,solute carrier family 2 member 2,1,positive,ENSG00000163581,SLC2A2,protein_coding,3,170995125.0,171026775.0,-1.0,P11168,GTR2_HUMAN,524.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000314251,MANE_Select,1,SLC2A2,protein_coding,3,-1,170996347,171026720,171026720,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000154447,SH3RF1,SH3RF1,0,negative,ENSG00000154447,SH3RF1,protein_coding,4,169094259.0,169271185.0,-1.0,Q7Z6J0,SH3R1_HUMAN,888.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000284637,MANE_Select,1,SH3RF1,protein_coding,4,-1,169094259,169270956,169270956,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000187857,OR6C75,OR6C75,0,negative,ENSG00000187857,OR6C75,protein_coding,12,55362975.0,55369279.0,1.0,A6NL08,O6C75_HUMAN,312.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000641576,MANE_Select,1,OR6C75,protein_coding,12,1,55362975,55369279,55362975,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000166965,RCCD1,RCC1 domain containing 1,1,positive,ENSG00000166965,RCCD1,protein_coding,15,90954825.0,90964809.0,1.0,A6NED2,RCCD1_HUMAN,376.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000394258,MANE_Select,1,RCCD1,protein_coding,15,1,90954884,90963125,90954884,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000158636,EMSY,"EMSY transcriptional repressor, BRCA2 interacting",1,positive,ENSG00000158636,EMSY,protein_coding,11,76444887.0,76553031.0,1.0,Q7Z589,EMSY_HUMAN,1322.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000695367,MANE_Select,1,EMSY,protein_coding,11,1,76445018,76553031,76445018,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000196498,NCOR2,nuclear receptor corepressor 2,1,positive,ENSG00000196498,NCOR2,protein_coding,12,124324407.0,124567623.0,-1.0,Q9Y618,NCOR2_HUMAN,2514.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000405201,MANE_Select,1,NCOR2,protein_coding,12,-1,124324415,124567612,124567612,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000025156,HSF2,HSF2,0,negative,ENSG00000025156,HSF2,protein_coding,6,122399551.0,122433119.0,1.0,Q03933,HSF2_HUMAN,536.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000368455,MANE_Select,1,HSF2,protein_coding,6,1,122399652,122433119,122399652,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000167881,SRP68,SRP68,0,negative,ENSG00000167881,SRP68,protein_coding,17,76038775.0,76072517.0,-1.0,Q9UHB9,SRP68_HUMAN,627.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000307877,MANE_Select,1,SRP68,protein_coding,17,-1,76038785,76072517,76072517,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000043143,JADE2,jade family PHD finger 2,1,positive,ENSG00000043143,JADE2,protein_coding,5,134523979.0,134583230.0,1.0,Q9NQC1,JADE2_HUMAN,790.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000681547,MANE_Select,1,JADE2,protein_coding,5,1,134525670,134583227,134525670,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000164366,CCDC127,CCDC127,0,negative,ENSG00000164366,CCDC127,protein_coding,5,196868.0,218153.0,-1.0,Q96BQ5,CC127_HUMAN,260.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000296824,MANE_Select,1,CCDC127,protein_coding,5,-1,196868,218153,218153,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000169554,ZEB2,zinc finger E-box binding homeobox 2,1,positive,ENSG00000169554,ZEB2,protein_coding,2,144364364.0,144521057.0,-1.0,O60315,ZEB2_HUMAN,1214.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000627532,MANE_Select,1,ZEB2,protein_coding,2,-1,144384081,144520119,144520119,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000244694,PTCHD4,PTCHD4,0,negative,ENSG00000244694,PTCHD4,protein_coding,6,47856673.0,48111197.0,-1.0,Q6ZW05,PTHD4_HUMAN,846.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000339488,MANE_Select,1,PTCHD4,protein_coding,6,-1,47856673,48111197,48111197,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000127334,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2,1,positive,ENSG00000127334,DYRK2,protein_coding,12,67647913.0,67665406.0,1.0,Q92630,DYRK2_HUMAN,601.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000344096,MANE_Select,1,DYRK2,protein_coding,12,1,67648745,67665406,67648745,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000169908,TM4SF1,transmembrane 4 L six family member 1,1,positive,ENSG00000169908,TM4SF1,protein_coding,3,149369022.0,149377692.0,-1.0,P30408,T4S1_HUMAN,202.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000305366,MANE_Select,1,TM4SF1,protein_coding,3,-1,149369022,149377649,149377649,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000164796,CSMD3,CSMD3,0,negative,ENSG00000164796,CSMD3,protein_coding,8,112222928.0,113436939.0,-1.0,Q7Z407,CSMD3_HUMAN,3707.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000297405,MANE_Select,1,CSMD3,protein_coding,8,-1,112222928,113436939,113436939,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000128313,APOL5,APOL5,0,negative,ENSG00000128313,APOL5,protein_coding,22,35717872.0,35729483.0,1.0,Q9BWW9,APOL5_HUMAN,433.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000249044,MANE_Select,1,APOL5,protein_coding,22,1,35717872,35729483,35717872,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000168418,KCNG4,KCNG4,0,negative,ENSG00000168418,KCNG4,protein_coding,16,84218657.0,84240012.0,-1.0,Q8TDN1,KCNG4_HUMAN,519.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000308251,MANE_Select,1,KCNG4,protein_coding,16,-1,84218657,84240012,84240012,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000204086,RPA4,RPA4,0,negative,ENSG00000204086,RPA4,protein_coding,X,96883908.0,96885467.0,1.0,Q13156,RFA4_HUMAN,261.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000373040,MANE_Select,1,RPA4,protein_coding,X,1,96883908,96885467,96883908,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000125975,C20orf173,C20orf173,0,negative,ENSG00000125975,C20orf173,protein_coding,20,35523186.0,35529652.0,-1.0,Q96LM9,CT173_HUMAN,149.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000444723,MANE_Select,1,C20orf173,protein_coding,20,-1,35526979,35529652,35529652,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000117174,ZNHIT6,ZNHIT6,0,negative,ENSG00000117174,ZNHIT6,protein_coding,1,85649417.0,85708433.0,-1.0,Q9NWK9,BCD1_HUMAN,470.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000370574,MANE_Select,1,ZNHIT6,protein_coding,1,-1,85649417,85708433,85708433,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000101096,NFATC2,nuclear factor of activated T cells 2,1,positive,ENSG00000101096,NFATC2,protein_coding,20,51386957.0,51562831.0,-1.0,Q13469,NFAC2_HUMAN,925.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000371564,MANE_Select,1,NFATC2,protein_coding,20,-1,51386963,51542719,51542719,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000147548,NSD3,NSD3,0,negative,ENSG00000147548,NSD3,protein_coding,8,38269704.0,38382279.0,-1.0,Q9BZ95,NSD3_HUMAN,1437.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000317025,MANE_Select,1,NSD3,protein_coding,8,-1,38269704,38382271,38382271,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000165476,REEP3,receptor accessory protein 3,1,positive,ENSG00000165476,REEP3,protein_coding,10,63521397.0,63625128.0,1.0,Q6NUK4,REEP3_HUMAN,255.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000373758,MANE_Select,1,REEP3,protein_coding,10,1,63521401,63625128,63521401,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000108255,CRYBA1,crystallin beta A1,1,positive,ENSG00000108255,CRYBA1,protein_coding,17,29246859.0,29254494.0,1.0,P05813,CRBA1_HUMAN,215.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000225387,MANE_Select,1,CRYBA1,protein_coding,17,1,29246859,29254494,29246859,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000179361,ARID3B,ARID3B,0,negative,ENSG00000179361,ARID3B,protein_coding,15,74541188.0,74598131.0,1.0,Q8IVW6,ARI3B_HUMAN,561.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000346246,MANE_Select,1,ARID3B,protein_coding,15,1,74541220,74598131,74541220,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000076685,NT5C2,"5'-nucleotidase, cytosolic II",1,positive,ENSG00000076685,NT5C2,protein_coding,10,103087141.0,103277605.0,-1.0,P49902,5NTC_HUMAN,561.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000404739,MANE_Select,1,NT5C2,protein_coding,10,-1,103088038,103193272,103193272,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000130749,ZC3H4,zinc finger CCCH-type containing 4,1,positive,ENSG00000130749,ZC3H4,protein_coding,19,47064187.0,47113776.0,-1.0,Q9UPT8,ZC3H4_HUMAN,1303.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000253048,MANE_Select,1,ZC3H4,protein_coding,19,-1,47064187,47113776,47113776,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000159337,PLA2G4D,PLA2G4D,0,negative,ENSG00000159337,PLA2G4D,protein_coding,15,42067009.0,42094562.0,-1.0,Q86XP0,PA24D_HUMAN,818.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000290472,MANE_Select,1,PLA2G4D,protein_coding,15,-1,42067009,42094562,42094562,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000163116,STPG2,STPG2,0,negative,ENSG00000163116,STPG2,protein_coding,4,97184093.0,98143476.0,-1.0,Q8N412,STPG2_HUMAN,459.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000295268,MANE_Select,1,STPG2,protein_coding,4,-1,97558872,98143476,98143476,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000180176,TH,tyrosine hydroxylase,1,positive,ENSG00000180176,TH,protein_coding,11,2163929.0,2171968.0,-1.0,P07101,TY3H_HUMAN,528.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000352909,MANE_Select,1,TH,protein_coding,11,-1,2163929,2171815,2171815,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000073792,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,1,positive,ENSG00000073792,IGF2BP2,protein_coding,3,185643130.0,185825061.0,-1.0,Q9Y6M1,IF2B2_HUMAN,599.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000382199,MANE_Select,1,IGF2BP2,protein_coding,3,-1,185643130,185825042,185825042,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000150867,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,1,positive,ENSG00000150867,PIP4K2A,protein_coding,10,22534854.0,22714578.0,-1.0,P48426,PI42A_HUMAN,406.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000376573,MANE_Select,1,PIP4K2A,protein_coding,10,-1,22534854,22714578,22714578,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000161682,FAM171A2,FAM171A2,0,negative,ENSG00000161682,FAM171A2,protein_coding,17,44353215.0,44363868.0,-1.0,A8MVW0,F1712_HUMAN,826.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000293443,MANE_Select,1,FAM171A2,protein_coding,17,-1,44353215,44363853,44363853,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000153094,BCL2L11,BCL2 like 11,1,positive,ENSG00000153094,BCL2L11,protein_coding,2,111119378.0,111168444.0,1.0,O43521,B2L11_HUMAN,198.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000393256,MANE_Select,1,BCL2L11,protein_coding,2,1,111120914,111168444,111120914,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000140262,TCF12,transcription factor 12,1,positive,ENSG00000140262,TCF12,protein_coding,15,56918099.0,57299707.0,1.0,Q99081,HTF4_HUMAN,682.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000333725,MANE_Select,1,TCF12,protein_coding,15,1,56918644,57289853,56918644,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000167967,E4F1,E4F1,0,negative,ENSG00000167967,E4F1,protein_coding,16,2223440.0,2235743.0,1.0,Q66K89,E4F1_HUMAN,784.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000301727,MANE_Select,1,E4F1,protein_coding,16,1,2223591,2235742,2223591,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000073756,PTGS2,prostaglandin-endoperoxide synthase 2,1,positive,ENSG00000073756,PTGS2,protein_coding,1,186671791.0,186680922.0,-1.0,P35354,PGH2_HUMAN,604.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000367468,MANE_Select,1,PTGS2,protein_coding,1,-1,186671791,186680423,186680423,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000173482,PTPRM,protein tyrosine phosphatase receptor type M,1,positive,ENSG00000173482,PTPRM,protein_coding,18,7566782.0,8406861.0,1.0,P28827,PTPRM_HUMAN,1452.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000580170,MANE_Select,1,PTPRM,protein_coding,18,1,7567316,8406856,7567316,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
