Gene stable ID	Transcript stable ID	Gene name	Gene type	Chromosome/scaffold name	Strand	Transcript start (bp)	Transcript end (bp)
ENSG00000134242	ENST00000359785	PTPN22	protein_coding	1	-1	113813811	113871712
ENSG00000134243	ENST00000256637	SORT1	protein_coding	1	-1	109309575	109397918
ENSG00000134247	ENST00000393203	PTGFRN	protein_coding	1	1	116909916	116990353
ENSG00000134250	ENST00000256646	NOTCH2	protein_coding	1	-1	119911553	120069662
ENSG00000134287	ENST00000256682	ARF3	protein_coding	12	-1	48935723	48957487
ENSG00000134363	ENST00000256759	FST	protein_coding	5	1	53480629	53487134
ENSG00000134443	ENST00000256857	GRP	protein_coding	18	1	59220158	59230771
ENSG00000134460	ENST00000379959	IL2RA	protein_coding	10	-1	6010689	6062367
ENSG00000134461	ENST00000380094	ANKRD16	protein_coding	10	-1	5861616	5889893
ENSG00000134480	ENST00000256897	CCNH	protein_coding	5	-1	87394274	87412930
ENSG00000134640	ENST00000257068	MTNR1B	protein_coding	11	1	92969651	92982782
ENSG00000134697	ENST00000373062	GNL2	protein_coding	1	-1	37566816	37595937
ENSG00000134758	ENST00000261593	RNF138	protein_coding	18	1	32091874	32131561
ENSG00000134824	ENST00000278840	FADS2	protein_coding	11	1	61828300	61867354
ENSG00000134897	ENST00000257336	BIVM	protein_coding	13	1	102799119	102841533
ENSG00000134954	ENST00000392668	ETS1	protein_coding	11	-1	128458765	128587558
ENSG00000134962	ENST00000257408	KLB	protein_coding	4	1	39406930	39451533
ENSG00000135045	ENST00000376854	C9orf40	protein_coding	9	-1	74946583	74952912
ENSG00000135048	ENST00000377044	CEMIP2	protein_coding	9	-1	71683366	71768513
ENSG00000135100	ENST00000257555	HNF1A	protein_coding	12	1	120978543	121002512
ENSG00000135111	ENST00000349155	TBX3	protein_coding	12	-1	114670255	114684175
ENSG00000135114	ENST00000257570	OASL	protein_coding	12	-1	121019111	121039246
ENSG00000135253	ENST00000610776	KCP	protein_coding	7	-1	128876865	128910709
ENSG00000135314	ENST00000257765	KHDC1	protein_coding	6	-1	73241314	73263196
ENSG00000135333	ENST00000369303	EPHA7	protein_coding	6	-1	93240020	93419559
ENSG00000135426	ENST00000449076	TESPA1	protein_coding	12	-1	54948015	54984762
ENSG00000135454	ENST00000341156	B4GALNT1	protein_coding	12	-1	57623409	57633201
ENSG00000135472	ENST00000320634	FAIM2	protein_coding	12	-1	49866896	49903900
ENSG00000135476	ENST00000257934	ESPL1	protein_coding	12	1	53268299	53293638
ENSG00000135540	ENST00000343505	NHSL1	protein_coding	6	-1	138422043	138499494
ENSG00000135547	ENST00000368364	HEY2	protein_coding	6	1	125749632	125761269
ENSG00000135723	ENST00000258201	FHOD1	protein_coding	16	-1	67229389	67247481
ENSG00000135776	ENST00000344517	ABCB10	protein_coding	1	-1	229516582	229558707
ENSG00000135837	ENST00000367607	CEP350	protein_coding	1	1	179954810	180114875
ENSG00000135862	ENST00000258341	LAMC1	protein_coding	1	1	183023420	183145592
ENSG00000135930	ENST00000258416	EIF4E2	protein_coding	2	1	232550689	232569210
ENSG00000135999	ENST00000258484	EPC2	protein_coding	2	1	148644751	148787569
ENSG00000136014	ENST00000258499	USP44	protein_coding	12	-1	95516560	95551476
ENSG00000136111	ENST00000377636	TBC1D4	protein_coding	13	-1	75283503	75482169
ENSG00000136122	ENST00000390667	BORA	protein_coding	13	1	72727923	72756196
ENSG00000136158	ENST00000377104	SPRY2	protein_coding	13	-1	80335976	80341126
ENSG00000136159	ENST00000258662	NUDT15	protein_coding	13	1	48037726	48047221
ENSG00000136197	ENST00000350427	C7orf25	protein_coding	7	-1	42909273	42912070
ENSG00000136231	ENST00000258729	IGF2BP3	protein_coding	7	-1	23310209	23470491
ENSG00000136250	ENST00000617537	AOAH	protein_coding	7	-1	36512941	36724494
ENSG00000136267	ENST00000402815	DGKB	protein_coding	7	-1	14145049	14902751
ENSG00000136444	ENST00000258955	RSAD1	protein_coding	17	1	50478860	50485974
ENSG00000136521	ENST00000259037	NDUFB5	protein_coding	3	1	179604794	179627647
ENSG00000136531	ENST00000375437	SCN2A	protein_coding	2	1	165239414	165392304
ENSG00000136560	ENST00000392749	TANK	protein_coding	2	1	161160428	161236230
ENSG00000136634	ENST00000423557	IL10	protein_coding	1	-1	206767602	206772494
ENSG00000136824	ENST00000374793	SMC2	protein_coding	9	1	104094309	104141419
ENSG00000136869	ENST00000355622	TLR4	protein_coding	9	1	117704403	117724735
ENSG00000136950	ENST00000353214	ARPC5L	protein_coding	9	1	124862130	124877733
ENSG00000136997	ENST00000621592	MYC	protein_coding	8	1	127736231	127742951
ENSG00000137073	ENST00000379238	UBAP2	protein_coding	9	-1	33921693	34048887
ENSG00000137269	ENST00000370888	LRRC1	protein_coding	6	1	53795005	53924125
ENSG00000137309	ENST00000311487	HMGA1	protein_coding	6	1	34236873	34246231
ENSG00000137413	ENST00000372977	TAF8	protein_coding	6	1	42050524	42083272
ENSG00000137478	ENST00000409418	FCHSD2	protein_coding	11	-1	72836745	73142318
ENSG00000137501	ENST00000359152	SYTL2	protein_coding	11	-1	85694229	85811141
ENSG00000137513	ENST00000281038	NARS2	protein_coding	11	-1	78435968	78574864
ENSG00000137571	ENST00000260126	SLCO5A1	protein_coding	8	-1	69667046	69834978
ENSG00000137575	ENST00000260130	SDCBP	protein_coding	8	1	58553261	58582858
ENSG00000137691	ENST00000434758	CFAP300	protein_coding	11	1	102047437	102084554
ENSG00000137710	ENST00000645495	RDX	protein_coding	11	-1	110229441	110296614
ENSG00000137731	ENST00000292079	FXYD2	protein_coding	11	-1	117820057	117824744
ENSG00000137764	ENST00000178640	MAP2K5	protein_coding	15	1	67542703	67807114
ENSG00000137766	ENST00000260323	UNC13C	protein_coding	15	1	53978441	54628605
ENSG00000137806	ENST00000260361	NDUFAF1	protein_coding	15	-1	41387353	41402496
ENSG00000137809	ENST00000315757	ITGA11	protein_coding	15	-1	68296532	68432163
ENSG00000137860	ENST00000347644	SLC28A2	protein_coding	15	1	45252234	45277846
ENSG00000137869	ENST00000396402	CYP19A1	protein_coding	15	-1	51208057	51338596
ENSG00000137872	ENST00000536845	SEMA6D	protein_coding	15	1	47717505	47774228
ENSG00000138050	ENST00000505747	THUMPD2	protein_coding	2	-1	39736061	39779258
ENSG00000138081	ENST00000403359	FBXO11	protein_coding	2	-1	47806920	47906498
ENSG00000138083	ENST00000260653	SIX3	protein_coding	2	1	44941702	44946071
ENSG00000138160	ENST00000260731	KIF11	protein_coding	10	1	92593130	92655395
ENSG00000138190	ENST00000260762	EXOC6	protein_coding	10	1	92848520	93059490
ENSG00000138286	ENST00000242505	FAM149B1	protein_coding	10	1	73168119	73244504
ENSG00000138336	ENST00000373644	TET1	protein_coding	10	1	68560337	68694487
ENSG00000138400	ENST00000374412	MDH1B	protein_coding	2	-1	206737763	206765328
ENSG00000138434	ENST00000431877	ITPRID2	protein_coding	2	1	181891730	181930738
ENSG00000138435	ENST00000348749	CHRNA1	protein_coding	2	-1	174747592	174764472
ENSG00000138463	ENST00000261038	SLC49A4	protein_coding	3	1	122795069	122881139
ENSG00000138622	ENST00000261917	HCN4	protein_coding	15	-1	73319859	73368958
ENSG00000138641	ENST00000402738	HERC3	protein_coding	4	1	88592480	88708539
ENSG00000138658	ENST00000505019	ZGRF1	protein_coding	4	-1	112539339	112636909
ENSG00000138738	ENST00000264808	PRDM5	protein_coding	4	-1	120691915	120922726
ENSG00000138760	ENST00000264896	SCARB2	protein_coding	4	-1	76158737	76213824
ENSG00000138769	ENST00000307465	CDKL2	protein_coding	4	-1	75576496	75630528
ENSG00000138771	ENST00000296043	SHROOM3	protein_coding	4	1	76435229	76783253
ENSG00000138814	ENST00000394854	PPP3CA	protein_coding	4	-1	101023418	101347526
ENSG00000138829	ENST00000262464	FBN2	protein_coding	5	-1	128257909	128538245
ENSG00000138944	ENST00000381176	SHISAL1	protein_coding	22	-1	44243665	44312951
ENSG00000139146	ENST00000337682	SINHCAF	protein_coding	12	-1	31280584	31326150
ENSG00000139151	ENST00000266505	PLCZ1	protein_coding	12	-1	18683180	18738012
ENSG00000139174	ENST00000345127	PRICKLE1	protein_coding	12	-1	42456757	42589746
ENSG00000139180	ENST00000266544	NDUFA9	protein_coding	12	1	4649114	4694317
ENSG00000139344	ENST00000266736	AMDHD1	protein_coding	12	1	95943331	95968720
ENSG00000139364	ENST00000682704	TMEM132B	protein_coding	12	1	125186386	125662369
ENSG00000139515	ENST00000381033	PDX1	protein_coding	13	1	27920000	27926313
ENSG00000139675	ENST00000357495	HNRNPA1L2	protein_coding	13	1	52642431	52643773
ENSG00000139718	ENST00000604567	SETD1B	protein_coding	12	1	121804009	121832656
ENSG00000139719	ENST00000267199	VPS33A	protein_coding	12	-1	122229564	122266494
ENSG00000139880	ENST00000487137	CDH24	protein_coding	14	-1	23047067	23057520
ENSG00000139890	ENST00000267396	REM2	protein_coding	14	1	22883222	22887678
ENSG00000139915	ENST00000399232	MDGA2	protein_coding	14	-1	46840092	47675605
ENSG00000139990	ENST00000341516	DCAF5	protein_coding	14	-1	69050881	69153119
ENSG00000140153	ENST00000342702	WDR20	protein_coding	14	1	102139897	102210527
ENSG00000140262	ENST00000333725	TCF12	protein_coding	15	1	56918644	57289853
ENSG00000140368	ENST00000558012	PSTPIP1	protein_coding	15	1	76995126	77037475
ENSG00000140382	ENST00000336216	HMG20A	protein_coding	15	1	77420888	77485603
ENSG00000140443	ENST00000650285	IGF1R	protein_coding	15	1	98648539	98964530
ENSG00000140464	ENST00000268058	PML	protein_coding	15	1	73994716	74047827
ENSG00000140623	ENST00000268231	SEPTIN12	protein_coding	16	-1	4777606	4788345
ENSG00000140675	ENST00000330498	SLC5A2	protein_coding	16	1	31483123	31490769
ENSG00000140718	ENST00000471389	FTO	protein_coding	16	1	53704156	54121941
ENSG00000140836	ENST00000268489	ZFHX3	protein_coding	16	-1	72782885	73048128
ENSG00000140839	ENST00000682950	CLEC18B	protein_coding	16	-1	74408631	74421478
ENSG00000140859	ENST00000445690	KIFC3	protein_coding	16	-1	57758217	57802491
ENSG00000140873	ENST00000282849	ADAMTS18	protein_coding	16	-1	77282128	77435034
ENSG00000140961	ENST00000393306	OSGIN1	protein_coding	16	1	83953240	83966332
ENSG00000140983	ENST00000315082	RHOT2	protein_coding	16	1	668132	674171
ENSG00000140990	ENST00000268668	NDUFB10	protein_coding	16	1	1959538	1961975
ENSG00000141026	ENST00000268711	MED9	protein_coding	17	1	17477000	17493221
ENSG00000141194	ENST00000268912	OR4D1	protein_coding	17	1	58148384	58159585
ENSG00000141219	ENST00000535032	MTNAP1	protein_coding	17	1	73232433	73248959
ENSG00000141252	ENST00000437048	VPS53	protein_coding	17	-1	508668	714839
ENSG00000141314	ENST00000269051	RHBDL3	protein_coding	17	1	32265832	32324659
ENSG00000141338	ENST00000586539	ABCA8	protein_coding	17	-1	68867289	68955392
ENSG00000141385	ENST00000269143	AFG3L2	protein_coding	18	-1	12328944	12377227
ENSG00000141424	ENST00000269187	SLC39A6	protein_coding	18	-1	36108531	36129340
ENSG00000141437	ENST00000269205	SLC25A52	protein_coding	18	-1	31759584	31760880
ENSG00000141441	ENST00000269209	GAREM1	protein_coding	18	-1	32263522	32470882
ENSG00000141452	ENST00000269221	RMC1	protein_coding	18	1	23503511	23531822
ENSG00000141458	ENST00000269228	NPC1	protein_coding	18	-1	23531442	23586506
ENSG00000141560	ENST00000269373	FN3KRP	protein_coding	17	1	82716706	82728013
ENSG00000141564	ENST00000306801	RPTOR	protein_coding	17	1	80544838	80966368
ENSG00000141655	ENST00000586569	TNFRSF11A	protein_coding	18	1	62325310	62391288
ENSG00000141665	ENST00000419743	FBXO15	protein_coding	18	-1	74073368	74147834
ENSG00000141965	ENST00000269856	FEM1A	protein_coding	19	1	4791734	4801273
ENSG00000142156	ENST00000361866	COL6A1	protein_coding	21	1	45981770	46005048
ENSG00000142327	ENST00000270357	RNPEPL1	protein_coding	2	1	240568484	240581372
ENSG00000142330	ENST00000391984	CAPN10	protein_coding	2	1	240586734	240599104
ENSG00000142765	ENST00000616558	SYTL1	protein_coding	1	1	27342022	27353932
ENSG00000142794	ENST00000318249	NBPF3	protein_coding	1	1	21440137	21484900
ENSG00000142864	ENST00000361219	SERBP1	protein_coding	1	-1	67407810	67430402
ENSG00000143107	ENST00000370017	FNDC7	protein_coding	1	1	108712908	108742749
ENSG00000143126	ENST00000271332	CELSR2	protein_coding	1	1	109249539	109275751
ENSG00000143167	ENST00000367868	GPA33	protein_coding	1	-1	167052836	167090377
ENSG00000143303	ENST00000368216	METTL25B	protein_coding	1	1	156728469	156736960
ENSG00000143337	ENST00000606911	TOR1AIP1	protein_coding	1	1	179882285	179920076
ENSG00000143340	ENST00000341785	FAM163A	protein_coding	1	1	179743291	179816198
ENSG00000143368	ENST00000271628	SF3B4	protein_coding	1	-1	149923317	149927803
ENSG00000143393	ENST00000368873	PI4KB	protein_coding	1	-1	151291804	151327416
ENSG00000143398	ENST00000368888	PIP5K1A	protein_coding	1	1	151198552	151249531
ENSG00000143409	ENST00000683666	MINDY1	protein_coding	1	-1	150996835	151006902
ENSG00000143434	ENST00000368914	SEMA6C	protein_coding	1	-1	151131707	151146631
ENSG00000143515	ENST00000368489	ATP8B2	protein_coding	1	1	154325525	154351304
ENSG00000143772	ENST00000429204	ITPKB	protein_coding	1	-1	226631690	226739282
ENSG00000143776	ENST00000366766	CDC42BPA	protein_coding	1	-1	226989865	227318492
ENSG00000143847	ENST00000295706	PPFIA4	protein_coding	1	1	203026491	203078736
ENSG00000143869	ENST00000272224	GDF7	protein_coding	2	1	20667144	20679243
ENSG00000143971	ENST00000272342	ETAA1	protein_coding	2	1	67397333	67412089
ENSG00000143995	ENST00000272369	MEIS1	protein_coding	2	1	66435125	66573869
ENSG00000144218	ENST00000672756	AFF3	protein_coding	2	-1	99545419	100142590
ENSG00000144231	ENST00000272645	POLR2D	protein_coding	2	-1	127843553	127858155
ENSG00000144406	ENST00000673920	UNC80	protein_coding	2	1	209771832	209999296
ENSG00000144504	ENST00000401804	ANKMY1	protein_coding	2	-1	240479422	240557988
ENSG00000144591	ENST00000313597	GMPPA	protein_coding	2	1	219498891	219506989
ENSG00000144712	ENST00000456430	CAND2	protein_coding	3	1	12796680	12834803
ENSG00000144724	ENST00000474889	PTPRG	protein_coding	3	1	61561571	62297609
ENSG00000144736	ENST00000325599	SHQ1	protein_coding	3	-1	72749277	72848445
ENSG00000144747	ENST00000398559	TMF1	protein_coding	3	-1	69019827	69052333
ENSG00000144749	ENST00000273261	LRIG1	protein_coding	3	-1	66378797	66501022
ENSG00000144891	ENST00000349243	AGTR1	protein_coding	3	1	148697903	148743003
ENSG00000144893	ENST00000687756	MED12L	protein_coding	3	1	151085664	151436653
ENSG00000145012	ENST00000617246	LPP	protein_coding	3	1	188154157	188890671
ENSG00000145147	ENST00000504154	SLIT2	protein_coding	4	1	20251905	20620561
ENSG00000145194	ENST00000404464	ECE2	protein_coding	3	1	184276022	184293031
ENSG00000145247	ENST00000508632	OCIAD2	protein_coding	4	-1	48885019	48906774
ENSG00000145284	ENST00000319540	SCD5	protein_coding	4	-1	82629539	82798796
ENSG00000145431	ENST00000502773	PDGFC	protein_coding	4	-1	156760454	156971799
ENSG00000145494	ENST00000274137	NDUFS6	protein_coding	5	1	1801407	1816048
ENSG00000145569	ENST00000274217	OTULINL	protein_coding	5	1	14581792	14616180
ENSG00000145626	ENST00000274278	UGT3A1	protein_coding	5	-1	35951006	35991390
ENSG00000145675	ENST00000521381	PIK3R1	protein_coding	5	1	68215756	68301821
ENSG00000145692	ENST00000274353	BHMT	protein_coding	5	1	79111809	79132288
ENSG00000145725	ENST00000358359	PPIP5K2	protein_coding	5	1	103120301	103212799
ENSG00000145730	ENST00000438793	PAM	protein_coding	5	1	102755305	103029716
ENSG00000145780	ENST00000274457	FEM1C	protein_coding	5	-1	115520908	115544775
ENSG00000145888	ENST00000274576	GLRA1	protein_coding	5	-1	151822513	151924851
ENSG00000145901	ENST00000521591	TNIP1	protein_coding	5	-1	151029945	151081034
ENSG00000145996	ENST00000274695	CDKAL1	protein_coding	6	1	20534457	21232404
ENSG00000146166	ENST00000370657	LGSN	protein_coding	6	-1	63275951	63319983
ENSG00000146267	ENST00000389677	FAXC	protein_coding	6	-1	99271168	99349674
ENSG00000146374	ENST00000356698	RSPO3	protein_coding	6	1	127118671	127199481
ENSG00000146477	ENST00000275300	SLC22A3	protein_coding	6	1	160348378	160452577
ENSG00000146670	ENST00000275517	CDCA5	protein_coding	11	-1	65077453	65084040
ENSG00000146802	ENST00000312814	TMEM168	protein_coding	7	-1	112762377	112790393
ENSG00000146830	ENST00000678049	GIGYF1	protein_coding	7	-1	100679507	100694250
ENSG00000146966	ENST00000496613	DENND2A	protein_coding	7	-1	140518420	140640813
ENSG00000147113	ENST00000398000	DIPK2B	protein_coding	X	-1	45148373	45200876
ENSG00000147123	ENST00000377811	NDUFB11	protein_coding	X	-1	47142216	47144702
ENSG00000147124	ENST00000684689	ZNF41	protein_coding	X	-1	47445178	47483222
ENSG00000147127	ENST00000374473	RAB41	protein_coding	X	1	70282172	70285002
ENSG00000147180	ENST00000674551	ZNF711	protein_coding	X	1	85243991	85273357
ENSG00000147234	ENST00000683843	FRMPD3	protein_coding	X	1	107449652	107605251
ENSG00000147324	ENST00000276282	MFHAS1	protein_coding	8	-1	8783354	8893630
ENSG00000147381	ENST00000276344	MAGEA4	protein_coding	X	1	151912889	151925170
ENSG00000147535	ENST00000424479	PLPP5	protein_coding	8	-1	38263130	38269224
ENSG00000147548	ENST00000317025	NSD3	protein_coding	8	-1	38269704	38382271
ENSG00000147596	ENST00000276594	PRDM14	protein_coding	8	-1	70051651	70071252
ENSG00000147604	ENST00000352983	RPL7	protein_coding	8	-1	73290242	73293633
ENSG00000147650	ENST00000276654	LRP12	protein_coding	8	-1	104489236	104589258
ENSG00000147654	ENST00000337573	EBAG9	protein_coding	8	1	109540173	109565996
ENSG00000147684	ENST00000276689	NDUFB9	protein_coding	8	1	124539123	124549979
ENSG00000147697	ENST00000276708	GSDMC	protein_coding	8	-1	129748196	129786624
ENSG00000147862	ENST00000380953	NFIB	protein_coding	9	-1	14081848	14314141
ENSG00000147874	ENST00000380502	HAUS6	protein_coding	9	-1	19053141	19102904
ENSG00000147883	ENST00000276925	CDKN2B	protein_coding	9	-1	22002903	22009305
ENSG00000147905	ENST00000336755	ZCCHC7	protein_coding	9	1	37120574	37358149
ENSG00000148123	ENST00000374874	PLPPR1	protein_coding	9	1	101028727	101325135
ENSG00000148143	ENST00000277225	ZNF462	protein_coding	9	1	106863166	107013634
ENSG00000148399	ENST00000277540	DPH7	protein_coding	9	-1	137554444	137578925
ENSG00000148426	ENST00000277570	PROSER2	protein_coding	10	1	11823356	11872277
ENSG00000148429	ENST00000609104	USP6NL	protein_coding	10	-1	11460510	11611650
ENSG00000148513	ENST00000361713	ANKRD30A	protein_coding	10	1	37125598	37232567
ENSG00000148584	ENST00000373997	A1CF	protein_coding	10	-1	50799409	50885627
ENSG00000148600	ENST00000623527	CDHR1	protein_coding	10	1	84194537	84218694
ENSG00000148606	ENST00000372371	POLR3A	protein_coding	10	-1	77975149	78029515
ENSG00000148655	ENST00000611255	LRMDA	protein_coding	10	1	75431624	76560168
ENSG00000148660	ENST00000423381	CAMK2G	protein_coding	10	-1	73812501	73874555
ENSG00000148737	ENST00000355995	TCF7L2	protein_coding	10	1	112950247	113167678
ENSG00000149084	ENST00000278353	HSD17B12	protein_coding	11	1	43680738	43856615
ENSG00000149089	ENST00000395787	APIP	protein_coding	11	-1	34882295	34916379
ENSG00000149090	ENST00000619888	PAMR1	protein_coding	11	-1	35431827	35525616
ENSG00000149115	ENST00000358252	TNKS1BP1	protein_coding	11	-1	57299642	57324952
ENSG00000149201	ENST00000445632	CCDC81	protein_coding	11	1	86374887	86423106
ENSG00000149256	ENST00000278550	TENM4	protein_coding	11	-1	78652829	79441030
ENSG00000149289	ENST00000278590	ZC3H12C	protein_coding	11	1	110093392	110171841
ENSG00000149294	ENST00000316851	NCAM1	protein_coding	11	1	112961420	113278436
ENSG00000149295	ENST00000362072	DRD2	protein_coding	11	-1	113409605	113475398
ENSG00000149300	ENST00000278601	C11orf52	protein_coding	11	1	111918913	111926871
ENSG00000149313	ENST00000278618	AASDHPPT	protein_coding	11	1	106077662	106098695
ENSG00000149596	ENST00000372980	JPH2	protein_coding	20	-1	44106590	44187188
ENSG00000149716	ENST00000279147	LTO1	protein_coding	11	-1	69665563	69675353
ENSG00000149948	ENST00000403681	HMGA2	protein_coding	12	1	65824483	65966291
ENSG00000150347	ENST00000279873	ARID5B	protein_coding	10	1	61901699	62096944
ENSG00000150593	ENST00000280154	PDCD4	protein_coding	10	1	110871928	110900006
ENSG00000150676	ENST00000342404	CCDC83	protein_coding	11	1	85855383	85920013
ENSG00000150681	ENST00000367460	RGS18	protein_coding	1	1	192158462	192185815
ENSG00000150867	ENST00000376573	PIP4K2A	protein_coding	10	-1	22534854	22714578
ENSG00000151131	ENST00000552951	NOPCHAP1	protein_coding	12	1	104986316	105017625
ENSG00000151136	ENST00000280758	ABTB3	protein_coding	12	1	107318434	107659642
ENSG00000151148	ENST00000342494	UBE3B	protein_coding	12	1	109477634	109536702
ENSG00000151233	ENST00000398675	GXYLT1	protein_coding	12	-1	42081845	42144874
ENSG00000151276	ENST00000402939	MAGI1	protein_coding	3	-1	65353526	66038918
ENSG00000151320	ENST00000280979	AKAP6	protein_coding	14	1	32329298	32837684
ENSG00000151366	ENST00000281031	NDUFC2	protein_coding	11	-1	78068297	78079862
ENSG00000151445	ENST00000557658	VIPAS39	protein_coding	14	-1	77426675	77457601
ENSG00000151465	ENST00000281141	CDC123	protein_coding	10	1	12196188	12250589
ENSG00000151553	ENST00000369248	FHIP2A	protein_coding	10	1	114821780	114864717
ENSG00000151577	ENST00000383673	DRD3	protein_coding	3	-1	114127580	114179052
ENSG00000151612	ENST00000508784	ZNF827	protein_coding	4	-1	145757627	145938823
ENSG00000151623	ENST00000358102	NR3C2	protein_coding	4	-1	148078764	148442414
ENSG00000151726	ENST00000281455	ACSL1	protein_coding	4	-1	184755595	184825968
ENSG00000151883	ENST00000281631	PARP8	protein_coding	5	1	50666637	50846519
ENSG00000151917	ENST00000370746	BEND6	protein_coding	6	1	56955107	57027346
ENSG00000151967	ENST00000638749	SCHIP1	protein_coding	3	1	159273244	159897359
ENSG00000152076	ENST00000409943	CCDC74B	protein_coding	2	-1	130139287	130145112
ENSG00000152078	ENST00000370203	TLCD4	protein_coding	1	1	95117355	95197607
ENSG00000152214	ENST00000326695	RIT2	protein_coding	18	-1	42743227	43115685
ENSG00000152217	ENST00000649279	SETBP1	protein_coding	18	1	44680888	45068510
ENSG00000152254	ENST00000375363	G6PC2	protein_coding	2	1	168901291	168910000
ENSG00000152270	ENST00000282096	PDE3B	protein_coding	11	1	14643804	14872044
ENSG00000152359	ENST00000428202	POC5	protein_coding	5	-1	75674124	75717437
ENSG00000152409	ENST00000396137	JMY	protein_coding	5	1	79236131	79327211
ENSG00000152527	ENST00000282406	PLEKHH2	protein_coding	2	1	43637260	43767987
ENSG00000152580	ENST00000282466	IGSF10	protein_coding	3	-1	151436203	151461061
ENSG00000152601	ENST00000324210	MBNL1	protein_coding	3	1	152268929	152465780
ENSG00000152620	ENST00000381937	NADK2	protein_coding	5	-1	36192589	36241925
ENSG00000152669	ENST00000282572	CCNO	protein_coding	5	-1	55231152	55233608
ENSG00000152684	ENST00000274311	PELO	protein_coding	5	1	52787916	52804044
ENSG00000152804	ENST00000282728	HHEX	protein_coding	10	1	92689955	92695647
ENSG00000152954	ENST00000378491	NRSN1	protein_coding	6	1	24126215	24147530
ENSG00000152969	ENST00000409021	JAKMIP1	protein_coding	4	-1	6026199	6200549
ENSG00000153094	ENST00000393256	BCL2L11	protein_coding	2	1	111120914	111168444
ENSG00000153214	ENST00000283206	TMEM87B	protein_coding	2	1	112055269	112119314
ENSG00000153250	ENST00000348849	RBMS1	protein_coding	2	-1	160272151	160493807
ENSG00000153707	ENST00000381196	PTPRD	protein_coding	9	-1	8314246	10613002
ENSG00000153814	ENST00000283928	JAZF1	protein_coding	7	-1	27830577	28180795
ENSG00000153815	ENST00000537098	CMIP	protein_coding	16	1	81444808	81711762
ENSG00000153820	ENST00000392056	SPHKAP	protein_coding	2	-1	227979955	228181687
ENSG00000153879	ENST00000284000	CEBPG	protein_coding	19	1	33373709	33382686
ENSG00000153896	ENST00000329285	ZNF599	protein_coding	19	-1	34758073	34773215
ENSG00000153930	ENST00000682825	ANKFN1	protein_coding	17	1	56153475	56517016
ENSG00000153989	ENST00000368494	NUS1	protein_coding	6	1	117675469	117710727
ENSG00000154122	ENST00000284268	ANKH	protein_coding	5	-1	14704800	14871778
ENSG00000154144	ENST00000441174	TBRG1	protein_coding	11	1	124622864	124635926
ENSG00000154227	ENST00000679737	CERS3	protein_coding	15	-1	100400395	100528950
ENSG00000154237	ENST00000388948	LRRK1	protein_coding	15	1	100919357	101078257
ENSG00000154252	ENST00000192314	GAL3ST2	protein_coding	2	1	241776822	241804287
ENSG00000154262	ENST00000284425	ABCA6	protein_coding	17	-1	69078702	69141895
ENSG00000154269	ENST00000357639	ENPP3	protein_coding	6	1	131637302	131747410
ENSG00000154359	ENST00000398246	LONRF1	protein_coding	8	-1	12721906	12755526
ENSG00000154370	ENST00000284551	TRIM11	protein_coding	1	-1	228393676	228406835
ENSG00000154415	ENST00000284601	PPP1R3A	protein_coding	7	-1	113876777	113919009
ENSG00000154447	ENST00000284637	SH3RF1	protein_coding	4	-1	169094259	169270956
ENSG00000154478	ENST00000284674	GPR26	protein_coding	10	1	123666355	123697399
ENSG00000154556	ENST00000695409	SORBS2	protein_coding	4	-1	185585523	185812194
ENSG00000154767	ENST00000285021	XPC	protein_coding	3	-1	14145147	14178601
ENSG00000154783	ENST00000285046	FGD5	protein_coding	3	1	14818962	14934571
ENSG00000154822	ENST00000615277	PLCL2	protein_coding	3	1	16884955	17090604
ENSG00000154832	ENST00000285106	CXXC1	protein_coding	18	-1	50282347	50287692
ENSG00000154975	ENST00000451037	CA10	protein_coding	17	-1	51630320	52158714
ENSG00000155034	ENST00000382368	FBXL18	protein_coding	7	-1	5475797	5513809
ENSG00000155096	ENST00000337198	AZIN1	protein_coding	8	-1	102826308	102864163
ENSG00000155324	ENST00000285689	GRAMD2B	protein_coding	5	1	126423409	126494364
ENSG00000155657	ENST00000589042	TTN	protein_coding	2	-1	178525989	178807423
ENSG00000155749	ENST00000392257	FLACC1	protein_coding	2	-1	201288271	201357345
ENSG00000155858	ENST00000286307	LSM11	protein_coding	5	1	157743712	157760709
ENSG00000155918	ENST00000367341	RAET1L	protein_coding	6	-1	150018334	150025532
ENSG00000155980	ENST00000455537	KIF5A	protein_coding	12	1	57550044	57586633
ENSG00000156219	ENST00000355810	ART3	protein_coding	4	1	76074709	76112786
ENSG00000156304	ENST00000286835	SCAF4	protein_coding	21	-1	31671000	31732118
ENSG00000156466	ENST00000287020	GDF6	protein_coding	8	-1	96142333	96160806
ENSG00000156515	ENST00000359426	HK1	protein_coding	10	1	69318847	69401882
ENSG00000156564	ENST00000338305	LRFN2	protein_coding	6	-1	40391591	40587364
ENSG00000156639	ENST00000287218	ZFAND3	protein_coding	6	1	37819727	38154624
ENSG00000156642	ENST00000345330	NPTN	protein_coding	15	-1	73560014	73633389
ENSG00000156675	ENST00000330843	RAB11FIP1	protein_coding	8	-1	37858618	37899497
ENSG00000156802	ENST00000287394	ATAD2	protein_coding	8	-1	123319850	123396447
ENSG00000156853	ENST00000287461	ZNF689	protein_coding	16	-1	30602558	30610389
